"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CPLA","Capella Education Company","52.83","$645.17M","2006","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/cpla",
"CBF","Capital Bank Financial Corp.","28.76","$1.34B","2012","Finance","Major Banks","http://www.nasdaq.com/symbol/cbf",
"CCBG","Capital City Bank Group","14.62","$256.33M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ccbg",
"CPLP","Capital Product Partners L.P.","9.01","$1.08B","2007","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/cplp",
"CSWC","Capital Southwest Corporation","51.06","$793.64M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cswc",
"CPTA","Capitala Finance Corp.","17.04","$280.77M","2013","n/a","n/a","http://www.nasdaq.com/symbol/cpta",
"CLAC","Capitol Acquisition Corp. II","10.9","$272.5M","2013","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/clac",
"CLACU","Capitol Acquisition Corp. II","12.3","$307.5M","2013","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/clacu",
"CLACW","Capitol Acquisition Corp. II","2.55","n/a","2013","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/clacw",
"CFFN","Capitol Federal Financial, Inc.","12.07","$1.7B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cffn",
"CAPN","Capnia, Inc.","4.6","$34.55M","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/capn",
"CAPNW","Capnia, Inc.","0.9115","n/a","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/capnw",
"CAPR","Capricor Therapeutics, Inc.","5.9","$95.72M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/capr",
"CPST","Capstone Turbine Corporation","0.5201","$171.83M","2000","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cpst",
"CARA","Cara Therapeutics, Inc.","9.72","$221.86M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cara",
"CARB","Carbonite, Inc.","10.85","$296.56M","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/carb",
"CBYL","Carbylan Therapeutics, Inc.","7.51","$182.09M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbyl",
"CRDC","Cardica, Inc.","0.4399","$39.13M","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/crdc",
"CFNL","Cardinal Financial Corporation","21.06","$677.32M","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/cfnl",
"CRME","Cardiome Pharma Corporation","9.2","$154.31M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crme",
"CSII","Cardiovascular Systems, Inc.","28.34","$898.63M","1981","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/csii",
"CATM","Cardtronics, Inc.","38.01","$1.71B","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/catm",
"CDNA","CareDx, Inc.","4.78","$56.58M","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/cdna",
"CECO","Career Education Corporation","4.05","$274.93M","1998","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ceco",
"CTRE","CareTrust REIT, Inc.","12.9","$407.19M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ctre",
"CKEC","Carmike Cinemas, Inc.","28.39","$695.15M","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/ckec",
"CLBH","Carolina Bank Holdings Inc.","11.4305","$39.26M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/clbh",
"CARO","Carolina Financial Corporation","13.9","$113.06M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/caro",
"CART","Carolina Trust Bank","5.5","$25.55M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cart",
"CRZO","Carrizo Oil & Gas, Inc.","51.42","$2.65B","1997","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crzo",
"TAST","Carrols Restaurant Group, Inc.","9.66","$342.92M","2006","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/tast",
"CRTN","Cartesian, Inc.","3.52","$30.73M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/crtn",
"CARV","Carver Bancorp, Inc.","4.29","$15.86M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/carv",
"CASM","CAS Medical Systems, Inc.","1.3032","$34.86M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/casm",
"CACB","Cascade Bancorp","4.97","$360.17M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cacb",
"CSCD","Cascade Microtech, Inc.","15.96","$264.71M","2004","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/cscd",
"CWST","Casella Waste Systems, Inc.","5.24","$212.62M","1997","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/cwst",
"CASY","Caseys General Stores, Inc.","90.36","$3.51B","1983","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/casy",
"CASI","CASI Pharmaceuticals, Inc.","1.4138","$45.87M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/casi",
"CASS","Cass Information Systems, Inc","50.55","$580.12M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cass",
"CPRX","Catalyst Pharmaceutical Partners, Inc.","3.94","$323.12M","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cprx",
"CTRX","Catamaran Corporation","60.14","$12.48B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/ctrx",
"CATY","Cathay General Bancorp","30.25","$2.42B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/caty",
"CATYW","Cathay General Bancorp","9.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/catyw",
"CVCO","Cavco Industries, Inc.","69.56","$616.25M","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/cvco",
"CAVM","Cavium, Inc.","68.97","$3.81B","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/cavm",
"CBFV","CB Financial Services, Inc.","19.85","$80.82M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbfv",
"CNLM","CB Pharma Acquisition Corp.","9.86","$54.58M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/cnlm",
"CNLMR","CB Pharma Acquisition Corp.","0.405","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/cnlmr",
"CNLMU","CB Pharma Acquisition Corp.","10.5","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/cnlmu",
"CNLMW","CB Pharma Acquisition Corp.","0.4","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/cnlmw",
"CBDE","CBD Energy Limited","0.9","$4.18M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/cbde",
"CBOE","CBOE Holdings, Inc.","58.06","$4.85B","2010","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cboe",
"CDK","CDK Global, Inc.","54.12","$8.68B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cdk",
"CDW","CDW Corporation","37.1","$6.4B","2013","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/cdw",
"CECE","CECO Environmental Corp.","11.5","$302.77M","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/cece",
"CPXX","Celator Pharmaceuticals Inc.","2.3499","$79.29M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cpxx",
"CELG","Celgene Corporation","116.2","$92.16B","1987","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/celg",
"CELGZ","Celgene Corporation","2.32","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/celgz",
"CLDN","Celladon Corporation","2.155","$51.52M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cldn",
"CLDX","Celldex Therapeutics, Inc.","27.14","$2.67B","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/cldx",
"CLRB","Cellectar Biosciences, Inc.","2.71","$20.5M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clrb",
"CLRBW","Cellectar Biosciences, Inc.","0.7","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clrbw",
"CLLS","Cellectis S.A.","30.86","$774.04M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/clls",
"CBMG","Cellular Biomedicine Group, Inc.","31.13","$358.46M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cbmg",
"CLSN","Celsion Corporation","2.8","$56.01M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clsn",
"CLTX","Celsus Therapeutics Plc","0.45","$2.5M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cltx",
"CEMP","Cempra, Inc.","36.65","$1.6B","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cemp",
"CSFL","CenterState Banks, Inc.","12.8","$581.66M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/csfl",
"CETV","Central European Media Enterprises Ltd.","2.44","$330.33M","1994","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/cetv",
"CFBK","Central Federal Corporation","1.38","$21.84M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cfbk",
"CENT","Central Garden & Pet Company","10.26","$506.48M","1993","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/cent",
"CENTA","Central Garden & Pet Company","10.53","$519.81M","n/a","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/centa",
"CVCY","Central Valley Community Bancorp","10.9","$119.77M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cvcy",
"CENX","Century Aluminum Company","12.97","$1.13B","1996","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/cenx",
"CNBKA","Century Bancorp, Inc.","38.66","$215.26M","1987","Finance","Major Banks","http://www.nasdaq.com/symbol/cnbka",
"CNTY","Century Casinos, Inc.","6.1","$148.72M","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/cnty",
"CPHD","CEPHEID","58.07","$4.17B","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cphd",
"CRNT","Ceragon Networks Ltd.","1.26","$97.22M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/crnt",
"CERE","Ceres, Inc.","1.72","$10.38M","2012","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/cere",
"CERN","Cerner Corporation","67.83","$23.34B","1986","Technology","EDP Services","http://www.nasdaq.com/symbol/cern",
"CERU","Cerulean Pharma Inc.","6.07","$165.61M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ceru",
"CERS","Cerus Corporation","4.55","$433.94M","1997","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cers",
"KOOL","Cesca Therapeutics Inc.","0.85","$34.37M","n/a","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/kool",
"CEVA","CEVA, Inc.","20.06","$413.35M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/ceva",
"CYOU","Changyou.com Limited","33.01","$1.74B","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cyou",
"HOTR","Chanticleer Holdings, Inc.","3.34","$41.1M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/hotr",
"HOTRW","Chanticleer Holdings, Inc.","0.65","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/hotrw",
"CTHR","Charles & Colvard Ltd","1.45","$29.8M","1997","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/cthr",
"GTLS","Chart Industries, Inc.","36.39","$1.11B","2006","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/gtls",
"CHTR","Charter Communications, Inc.","178.65","$20.01B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/chtr",
"CHFN","Charter Financial Corp.","12.11","$200.83M","2010","Finance","Savings Institutions","http://www.nasdaq.com/symbol/chfn",
"CHKP","Check Point Software Technologies Ltd.","86.7","$15.93B","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/chkp",
"CHEK","Check-Cap Ltd.","4.48","$48.34M","2015","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/chek",
"CHEKW","Check-Cap Ltd.","1.4001","n/a","2015","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/chekw",
"CEMI","Chembio Diagnostics, Inc.","4.5","$43.33M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cemi",
"CHFC","Chemical Financial Corporation","30.47","$1.03B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chfc",
"CCXI","ChemoCentryx, Inc.","7.63","$333.38M","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ccxi",
"CHMG","Chemung Financial Corp","26.85","$124.85M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chmg",
"CHKE","Cherokee Inc.","22.75","$194.77M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/chke",
"CHEV","Cheviot Financial Corp","15.16","$103.02M","2004","Finance","Savings Institutions","http://www.nasdaq.com/symbol/chev",
"CBNK","Chicopee Bancorp, Inc.","16.5","$86.97M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/cbnk",
"PLCE","Children&#39;s Place, Inc. (The)","68.06","$1.42B","1997","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/plce",
"CMRX","Chimerix, Inc.","42.24","$1.75B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cmrx",
"CADC","China Advanced Construction Materials Group, Inc.","3.88","$8.07M","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/cadc",
"CALI","China Auto Logistics Inc.","1.68","$6.78M","n/a","Consumer Services","Motor Vehicles","http://www.nasdaq.com/symbol/cali",
"CAAS","China Automotive Systems, Inc.","7.84","$251.83M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/caas",
"CBAK","China BAK Battery, Inc.","3.3","$41.64M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cbak",
"CBPO","China Biologic Products, Inc.","107.87","$2.68B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cbpo",
"CCCL","China Ceramics Co., Ltd.","1.139","$23.27M","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cccl",
"CCCR","China Commercial Credit, Inc.","1.64","$20.1M","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/cccr",
"JRJC","China Finance Online Co. Limited","5.96","$134M","2004","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/jrjc",
"CHOP","China Gerui Advanced Materials Group Limited","2.6999","$16.03M","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/chop",
"HGSH","China HGS Real Estate, Inc.","2.8807","$129.78M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/hgsh",
"CHLN","China Housing & Land Development, Inc.","2.11","$14.69M","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/chln",
"CNIT","China Information Technology, Inc.","4.9","$157.99M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cnit",
"CJJD","China Jo-Jo Drugstores, Inc.","3.51","$54M","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/cjjd",
"HTHT","China Lodging Group, Limited","24.95","$1.56B","2010","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/htht",
"CMGE","China Mobile Games and Entertainment Group Limited","20.03","$627.15M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cmge",
"CHNR","China Natural Resources, Inc.","2.0801","$51.82M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/chnr",
"CREG","China Recycling Energy Corporation","0.835","$69.38M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/creg",
"CPGI","China Shengda Packaging Group, Inc.","0.8001","$1.24M","2010","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/cpgi",
"CSUN","China Sunergy Co., Ltd.","1.81","$24.2M","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/csun",
"CNTF","China TechFaith Wireless Communication Technology Limited","1.21","$64.05M","2005","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cntf",
"CXDC","China XD Plastics Company Limited","6.01","$295.4M","n/a","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/cxdc",
"CNYD","China Yida Holding, Co.","3.23","$12.64M","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/cnyd",
"CCIH","ChinaCache International Holdings Ltd.","14.99","$403.55M","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/ccih",
"CNET","ChinaNet Online Holdings, Inc.","1.61","$47.06M","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/cnet",
"IMOS","ChipMOS TECHNOLOGIES (Bermuda) LTD.","23.11","$658.7M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/imos",
"CHSCL","CHS Inc","27.41","n/a","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscl",
"CHSCM","CHS Inc","26.05","$494.95M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscm",
"CHSCN","CHS Inc","26.66","$447.89M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscn",
"CHSCO","CHS Inc","28.8001","$325.99M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chsco",
"CHSCP","CHS Inc","31.5201","$227.96M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscp",
"CHDN","Churchill Downs, Incorporated","123.9","$2.18B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/chdn",
"CHUY","Chuy&#39;s Holdings, Inc.","27.62","$454.83M","2012","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/chuy",
"CDTX","Cidara Therapeutics, Inc.","16.52","$222.92M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cdtx",
"CIFC","CIFC Corp.","7.99","$202.15M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cifc",
"CMCT","CIM Commercial Trust Corporation","19.19","$1.87B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cmct",
"CMPR","Cimpress N.V","82.55","$2.71B","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/cmpr",
"CINF","Cincinnati Financial Corporation","51.24","$8.42B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cinf",
"CIDM","Cinedigm Corp","0.87","$66.95M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cidm",
"CTAS","Cintas Corporation","86.24","$9.87B","1983","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/ctas",
"CPHR","Cipher Pharmaceuticals Inc.","10.5","$271.86M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cphr",
"CRUS","Cirrus Logic, Inc.","36.8","$2.31B","1989","Technology","Semiconductors","http://www.nasdaq.com/symbol/crus",
"CISAW","CIS Acquisition Ltd.","0.28","n/a","2013","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cisaw",
"CSCO","Cisco Systems, Inc.","29.43","$150.23B","1990","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/csco",
"CTRN","Citi Trends, Inc.","24.59","$382.58M","2005","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/ctrn",
"CZNC","Citizens & Northern Corp","19.67","$239.94M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cznc",
"CZWI","Citizens Community Bancorp, Inc.","8.95","$46.84M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/czwi",
"CZFC","Citizens First Corporation","12.4","$24.41M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/czfc",
"CIZN","Citizens Holding Company","19.25","$93.89M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cizn",
"CTXS","Citrix Systems, Inc.","66.19","$10.61B","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ctxs",
"CHCO","City Holding Company","45.95","$699.1M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chco",
"CIVB","Civista Bancshares, Inc. ","11.083","$86.74M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/civb",
"CIVBP","Civista Bancshares, Inc. ","38.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/civbp",
"CDTI","Clean Diesel Technologies, Inc.","1.98","$28.11M","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/cdti",
"CLNE","Clean Energy Fuels Corp.","7.96","$720.51M","2007","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/clne",
"CLNT","Cleantech Solutions International, Inc.","3.117","$12.28M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clnt",
"CLFD","Clearfield, Inc.","14.88","$204.09M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","13","$118.51M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/clro",
"CLIR","ClearSign Combustion Corporation","5.29","$67.74M","2012","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clir",
"CBLI","Cleveland BioLabs, Inc.","2.09","$8.36M","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/cbli",
"CKSW","ClickSoftware Technologies Ltd.","12.57","$418.55M","2000","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cksw",
"CSBK","Clifton Bancorp Inc.","14.06","$381.76M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/csbk",
"CLVS","Clovis Oncology, Inc.","90.53","$3.08B","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clvs",
"CMFN","CM Finance Inc","14","$191.34M","2014","n/a","n/a","http://www.nasdaq.com/symbol/cmfn",
"CME","CME Group Inc.","93.4","$31.53B","2002","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cme",
"CCNE","CNB Financial Corporation","17.26","$248.6M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ccne",
"CISG","CNinsure Inc.","8.39","$482.66M","2007","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/cisg",
"CNV","Cnova N.V.","6.07","$2.68B","2014","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/cnv",
"CWAY","Coastway Bancorp, Inc.","11.01","$54.23M","2014","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cway",
"COBZ","CoBiz Financial Inc.","12.05","$493.99M","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/cobz",
"COKE","Coca-Cola Bottling Co. Consolidated","114.4","$1.06B","1972","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/coke",
"CDRB","Code Rebel Corporation","35.35","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/cdrb",
"CDXS","Codexis, Inc.","4.12","$164.32M","2010","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cdxs",
"CVLY","Codorus Valley Bancorp, Inc","21.44","$125.4M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cvly",
"JVA","Coffee Holding Co., Inc.","4.84","$31.25M","2005","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/jva",
"CCOI","Cogent Communications Holdings, Inc.","32.08","$1.48B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ccoi",
"CGNT","Cogentix Medical, Inc.","1.68","$43.26M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cgnt",
"CGNX","Cognex Corporation","48.86","$4.26B","1989","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","64.97","$39.67B","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/ctsh",
"COHR","Coherent, Inc.","64.77","$1.54B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cohr",
"CHRS","Coherus BioSciences, Inc.","25.26","$955.87M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/chrs",
"COHU","Cohu, Inc.","12.49","$323.59M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/cohu",
"CLRX","CollabRx, Inc.","0.79","$8.27M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/clrx",
"CLCT","Collectors Universe, Inc.","21.79","$193.46M","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/clct",
"COLL","Collegium Pharmaceutical, Inc.","16.65","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/coll",
"CBAN","Colony Bankcorp, Inc.","8.45","$71.31M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cban",
"CLCD","CoLucid Pharmaceuticals, Inc.","8.34","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clcd",
"COLB","Columbia Banking System, Inc.","30.5","$1.76B","1992","Finance","Major Banks","http://www.nasdaq.com/symbol/colb",
"COLM","Columbia Sportswear Company","56.61","$3.99B","1998","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/colm",
"CMCO","Columbus McKinnon Corporation","24.94","$498.25M","1996","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/cmco",
"CBMX","CombiMatrix Corporation","1.73","$21.94M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cbmx",
"CMCSA","Comcast Corporation","57.54","$145.72B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cmcsa",
"CMCSK","Comcast Corporation","57.21","$144.88B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cmcsk",
"CBSH","Commerce Bancshares, Inc.","44.36","$4.28B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbsh",
"CBSHP","Commerce Bancshares, Inc.","25.3","$2.32B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbshp",
"CVGI","Commercial Vehicle Group, Inc.","6.24","$187.36M","2004","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/cvgi",
"COMM","CommScope Holding Company, Inc.","31.25","$5.92B","2013","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/comm",
"CSAL","Communications Sales & Leasing,Inc.","26.5","$3.97B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/csal",
